timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,fix_type,vel_ned_valid,satellites_used
603409087,0,0,0,-17000,0,111.575005,3.1415925,4294967.5,3750052.0,99.99,99.99,99,8,0.0,0.0,0.0,0.0,0.0,0,0,0,0
603610014,0,0,0,-17000,0,111.593,3.1415925,4294967.5,3750052.0,99.99,99.99,99,8,0.0,0.0,0.0,0.0,0.0,0,0,0,0
603808091,0,0,0,-17000,0,111.61101,3.1415925,4294967.5,3750052.0,99.99,99.99,99,8,0.0,0.0,0.0,0.0,0.0,0,0,0,0
604009062,0,0,0,-17000,0,111.629005,3.1415925,4294967.5,3750052.0,99.99,99.99,99,8,0.0,0.0,0.0,0.0,0.0,0,0,0,0
604208058,0,0,0,-17000,0,111.647,3.1415925,4294967.5,3750052.0,99.99,99.99,99,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0
604407341,0,0,0,-17000,0,111.66501,3.1415925,4294967.5,3750052.2,99.99,99.99,99,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0
604607271,0,0,0,-17000,0,111.68301,3.1415925,4294967.5,3750052.2,99.99,99.99,99,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0
604807332,0,0,0,-17000,0,111.700005,3.1415925,4294967.5,3750052.2,99.99,99.99,99,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0
605008177,0,0,0,-17000,0,111.718,3.1415925,4294967.5,3750052.5,99.99,99.99,99,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0
605208057,0,0,0,-17000,0,111.73601,3.1415925,4294967.5,3750052.5,99.99,99.99,99,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
605407021,0,0,0,-17000,0,111.754005,3.1415925,4294967.5,3750052.5,99.99,99.99,99,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
605606243,0,0,0,-17000,0,111.772,3.1415925,4294967.5,3750052.5,99.99,99.99,99,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
605806021,0,0,0,-17000,0,111.79001,3.1415925,4294967.5,3750052.5,99.99,99.99,99,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
606007022,0,0,0,-17000,0,111.80801,3.1415925,4294967.5,3750052.5,99.99,99.99,99,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
606209018,0,0,0,-17000,0,111.826004,3.1415925,4294967.5,3750052.8,99.99,99.99,99,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
606408541,0,0,0,-17000,0,111.844,3.1415925,4294967.5,3750052.8,99.99,99.99,99,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
606609019,0,0,0,-17000,0,111.86201,3.1415925,4294967.5,3750052.8,99.99,99.99,99,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
606809091,0,0,0,-17000,0,111.879005,3.1415925,4294967.5,3750052.8,99.99,99.99,99,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
607009018,0,0,0,-17000,0,111.897,3.1415925,4294967.5,3750052.8,99.99,99.99,99,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0
607208255,0,0,0,-17000,0,111.91501,3.1415925,4294967.5,3750052.8,99.99,99.99,99,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0
607408193,0,0,0,-17000,0,111.93301,3.1415925,4294967.5,3750053.0,99.99,99.99,99,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0
