timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,magnetometer_timestamp_relative,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],baro_timestamp_relative,baro_alt_meter,baro_temp_celcius
194889343,-0.15825033,0.012561915,0.017383102,4000,0,1.4174157,0.65478975,-10.197155,4000,-5348,-0.11653314,-0.17751907,0.34033573,-19304,-40.460197,34.71
194893343,-0.09817348,-0.0033071626,0.0041355593,4000,0,-0.3608646,0.58095133,-8.63871,4000,-9348,-0.11653314,-0.17751907,0.34033573,-1349,-40.460197,34.71
194897343,0.25310117,-0.01730299,-0.026003178,4000,0,-0.52277476,-1.0752784,-10.56597,4000,-13348,-0.11653314,-0.17751907,0.34033573,-5349,-40.460197,34.71
194901343,-0.13055713,0.0060646473,-0.0030570575,4000,0,1.496546,0.5844726,-10.378657,4000,-17348,-0.11653314,-0.17751907,0.34033573,-9349,-40.460197,34.71
194905343,-0.116438344,-0.0049962974,-0.01073357,4000,0,-0.23442961,0.64204717,-8.657013,4000,-21348,-0.11653314,-0.17751907,0.34033573,-2349,-40.211575,34.71
194909343,0.2515359,-0.026917906,-0.037543762,4000,0,-0.77537656,-1.0622175,-10.450867,4000,-3304,-0.12911122,-0.18377867,0.34360698,-6349,-40.211575,34.71
194913343,-0.10488388,0.011614365,-0.013046579,4000,0,1.3472781,0.45613432,-10.411416,4000,-7304,-0.12911122,-0.18377867,0.34360698,-10349,-40.211575,34.71
194917359,-0.14135131,0.00022880881,-0.007893444,4016,0,-0.16378476,0.77208763,-8.559231,4016,-11320,-0.12911122,-0.18377867,0.34360698,-3354,-40.29445,34.71
194921343,0.23631898,-0.020263754,-0.032715917,3984,0,-0.85097015,-0.96139205,-10.24735,3984,-15304,-0.12911122,-0.18377867,0.34360698,-7338,-40.29445,34.71
194925343,-0.051634695,0.010611471,-0.007871644,4000,0,1.2969222,0.18470146,-10.576081,4000,-19304,-0.12911122,-0.18377867,0.34360698,-11338,-40.29445,34.71
194929343,-0.18279208,0.004172553,0.008919205,4000,0,0.028234685,1.021309,-8.596978,4000,-23304,-0.12911122,-0.18377867,0.34360698,-15338,-40.29445,34.71
194933343,0.21447574,-0.024251038,-0.012169134,4000,0,-1.0880076,-0.8933653,-9.865533,4000,-4338,-0.11932827,-0.17125945,0.34142613,-19338,-40.29445,34.71
194937343,-0.0072363936,0.01403305,0.005257723,4000,0,1.2188997,-0.15986447,-10.654764,4000,-8338,-0.11932827,-0.17125945,0.34142613,-2348,-40.62531,34.71
194941343,-0.20093699,0.001100686,0.028726418,4000,0,0.1608176,1.0267831,-8.76561,4000,-12338,-0.11932827,-0.17125945,0.34142613,-6348,-40.62531,34.71
194945343,0.18140687,-0.01878287,0.00081597926,4000,0,-0.9507804,-0.83871627,-9.667019,4000,-16338,-0.11932827,-0.17125945,0.34142613,-10348,-40.62531,34.71
194949343,0.019675985,0.007213591,0.012061,4000,0,1.1190534,-0.281088,-10.778232,4000,-20338,-0.11932827,-0.17125945,0.34142613,-3350,-40.128067,34.71
194953343,-0.20873375,0.0043311147,0.03301466,4000,0,0.33309412,1.0661353,-8.866352,4000,-2349,-0.15007469,-0.17251137,0.36759615,-7350,-40.128067,34.71
194957344,0.16735864,-0.017489715,-0.00016115546,4001,0,-0.9723255,-0.7653832,-9.448442,4001,-6350,-0.15007469,-0.17251137,0.36759615,-350,-39.88007,34.71
194961343,0.048657686,0.010598823,0.00038180992,3999,0,1.0437506,-0.39163846,-10.884508,3999,-10349,-0.15007469,-0.17251137,0.36759615,-4349,-39.88007,34.71
194965343,-0.20676263,0.003961155,0.022581233,4000,0,0.6302516,0.97243726,-8.935213,4000,-14349,-0.15007469,-0.17251137,0.36759615,-8349,-39.88007,34.71
194969343,0.15241595,-0.019685548,-0.008953118,4000,0,-0.96001893,-0.7592171,-9.461715,4000,-18349,-0.15007469,-0.17251137,0.36759615,-12349,-39.88007,34.71
194973343,0.056616697,0.002321406,-0.015266401,4000,0,0.9372552,-0.5977701,-10.881862,4000,-22349,-0.15007469,-0.17251137,0.36759615,-16349,-39.88007,34.71
194977343,-0.21386306,4.515061e-05,0.007281495,4000,0,0.7052144,1.1313703,-9.150829,4000,-4350,-0.13470148,-0.19504596,0.33924532,-20349,-39.88007,34.71
194981343,0.12791713,-0.018722344,-0.024019297,4000,0,-0.98330134,-0.5314036,-9.312194,4000,-8350,-0.13470148,-0.19504596,0.33924532,-2270,-40.708817,34.71
194985343,0.08921349,0.0026106373,-0.026988413,4000,0,0.82567304,-0.7363633,-10.868054,4000,-12350,-0.13470148,-0.19504596,0.33924532,-6270,-40.708817,34.71
194989343,-0.20544127,0.001512736,0.0018987723,4000,0,0.73430973,1.1598375,-9.289295,4000,-16350,-0.13470148,-0.19504596,0.33924532,-10270,-40.708817,34.71
194993343,0.10513455,-0.014493342,-0.022205561,4000,0,-1.0714942,-0.37501228,-9.232253,4000,-20350,-0.13470148,-0.19504596,0.33924532,-3350,-40.460197,34.71
194997343,0.10623725,0.0025891748,-0.025559159,4000,0,0.565162,-0.81296116,-10.838411,4000,-2349,-0.105352625,-0.18628252,0.34905905,-7350,-40.460197,34.71
195001344,-0.2071686,0.0017795363,0.0066625243,4001,0,0.79291624,1.1834838,-9.422811,4001,-6350,-0.105352625,-0.18628252,0.34905905,-305,-39.71368,34.71
195005343,0.0828256,-0.013699244,-0.01193231,3999,0,-1.0070138,-0.19142705,-9.273829,3999,-10349,-0.105352625,-0.18628252,0.34905905,-4304,-39.71368,34.71
195009343,0.12259756,-0.0057708835,-0.014894559,4000,0,0.43248835,-0.8487668,-10.814482,4000,-14349,-0.105352625,-0.18628252,0.34905905,-8304,-39.71368,34.71
195013386,-0.1987418,0.00060360396,0.019997263,4043,0,0.92124385,1.2224407,-9.512513,4043,-18392,-0.105352625,-0.18628252,0.34905905,-12347,-39.71368,34.71
195017354,0.06512141,-0.011055292,0.0038155045,3968,0,-1.017877,-0.013340863,-9.126227,3968,-22360,-0.105352625,-0.18628252,0.34905905,-16315,-39.71368,34.71
195021346,0.14250036,-0.0028584162,0.0003240398,3992,0,0.2719065,-1.0134982,-10.753792,3992,-4353,-0.1374966,-0.18377867,0.34360698,-20307,-39.71368,34.71
195025343,-0.19245495,0.0088823605,0.02781221,3997,0,1.1089133,1.0820991,-9.639626,3997,-8350,-0.1374966,-0.18377867,0.34360698,-3302,-40.708817,34.71
195029343,0.03866662,-0.007560281,0.011248207,4000,0,-0.8265928,0.061635178,-9.025737,4000,-12350,-0.1374966,-0.18377867,0.34360698,-7302,-40.708817,34.71
195033344,0.16136603,-0.0044926344,-0.0008273884,4001,0,0.16920541,-1.1058882,-10.712198,4001,-16351,-0.1374966,-0.18377867,0.34360698,-339,-39.88007,34.71
195037343,-0.1876395,0.0034229227,0.022948058,3999,0,1.2049131,0.95142883,-9.675566,3999,-20350,-0.1374966,-0.18377867,0.34360698,-4338,-39.88007,34.71
195041343,0.016068982,-0.0075626285,0.004806379,4000,0,-0.7219678,0.14079101,-9.043587,4000,-2350,-0.123520955,-0.16750368,0.35014945,-8338,-39.88007,34.71
195045343,0.1640118,-0.0076466887,-0.010661446,4000,0,-0.0071864985,-1.1304717,-10.628483,4000,-6350,-0.123520955,-0.16750368,0.35014945,-1338,-39.88007,34.71
195049343,-0.17842177,0.0064803236,0.007902095,4000,0,1.3295652,0.8990041,-9.759458,4000,-10350,-0.123520955,-0.16750368,0.35014945,-5338,-39.88007,34.71
195053343,0.0023505134,-0.0057619456,-0.008395445,4000,0,-0.60153216,0.32486194,-8.901829,4000,-14350,-0.123520955,-0.16750368,0.35014945,-9338,-39.88007,34.71
195057348,0.18163149,-0.015218283,-0.02190972,4005,0,-0.26638433,-1.124262,-10.606193,4005,-18355,-0.123520955,-0.16750368,0.35014945,-13343,-39.88007,34.71
195061343,-0.16457394,0.0051910225,-0.009304235,3995,0,1.3369925,0.74363065,-9.874947,3995,-22350,-0.123520955,-0.16750368,0.35014945,-17338,-39.88007,34.71
195065343,-0.027193539,-0.00686793,-0.012861492,4000,0,-0.60503936,0.54237175,-8.904805,4000,-4349,-0.123520955,-0.18002291,0.34142613,-21338,-39.88007,34.71
195069343,0.18243189,-0.013359833,-0.026558986,4000,0,-0.43171963,-0.9917053,-10.455842,4000,-8349,-0.123520955,-0.18002291,0.34142613,-3339,-40.708817,34.719997
195073343,-0.13154966,0.0027800223,-0.010974343,4000,0,1.30527,0.5842922,-9.939953,4000,-12349,-0.123520955,-0.18002291,0.34142613,-7339,-40.708817,34.719997
195077344,-0.046493273,-0.0023901525,-0.0071026264,4001,0,-0.58340025,0.6915307,-8.905121,4001,-16350,-0.123520955,-0.18002291,0.34142613,-350,-39.962948,34.719997
195081344,0.17579658,-0.011473557,-0.01750061,4000,0,-0.500439,-0.93810266,-10.30814,4000,-20350,-0.123520955,-0.18002291,0.34142613,-4350,-39.962948,34.719997
195085343,-0.11445756,0.0023809827,-0.0058227004,3999,0,1.2889416,0.5837761,-10.108942,3999,-2293,-0.13330391,-0.18753442,0.33161238,-8349,-39.962948,34.719997
195089343,-0.058728334,0.00037265103,0.00656002,4000,0,-0.4248511,0.7614593,-8.887505,4000,-6293,-0.13330391,-0.18753442,0.33161238,-1349,-40.128067,34.719997
195093343,0.17694704,-0.011063214,-0.002910409,4000,0,-0.65859157,-1.0105274,-10.262538,4000,-10293,-0.13330391,-0.18753442,0.33161238,-5349,-40.128067,34.719997
195097343,-0.10414676,0.0024692449,0.009210295,4000,0,1.2349062,0.4468051,-10.122313,4000,-14293,-0.13330391,-0.18753442,0.33161238,-9349,-40.128067,34.719997
