timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
204152284,0.0069663636,0.0016397515,-0.0043306765,0.72688067,-0.0060847676,-0.004062869,0.68672484,0.0,0.0,0.0,0.0,0
204184285,-0.003306318,0.004345542,0.006512237,0.72679466,-0.006021264,-0.004048815,0.6868166,0.0,0.0,0.0,0.0,0
204212284,-0.015545942,0.003968019,0.0036890716,0.7267436,-0.0060829157,-0.0040743374,0.68686986,0.0,0.0,0.0,0.0,0
204244284,0.007657353,-0.01190364,0.0035206936,0.7266523,-0.0060791853,-0.004074724,0.6869665,0.0,0.0,0.0,0.0,0
204276285,-0.013488846,0.012048723,0.0004049933,0.72659457,-0.006105959,-0.004118599,0.687027,0.0,0.0,0.0,0.0,0
204308285,-0.0024119439,0.0057133744,0.018170178,0.72651625,-0.006027009,-0.0040545263,0.6871109,0.0,0.0,0.0,0.0,0
204340285,0.0056006024,0.0048628952,-0.008043323,0.7264478,-0.0060915505,-0.00410436,0.68718237,0.0,0.0,0.0,0.0,0
204372284,-0.008106021,0.0033234528,0.012455253,0.7263859,-0.0060349056,-0.0040991027,0.6872484,0.0,0.0,0.0,0.0,0
204404284,0.024009358,-0.01607924,-0.016309597,0.7263092,-0.006022897,-0.00410518,0.68732953,0.0,0.0,0.0,0.0,0
204436284,-0.01371323,0.00473969,0.0048735207,0.7262191,-0.006096802,-0.0040978813,0.6874241,0.0,0.0,0.0,0.0,0
204464284,-0.0075478153,0.0025349008,-0.00255488,0.7261563,-0.0061078807,-0.004124306,0.68749017,0.0,0.0,0.0,0.0,0
204496284,-0.012102209,0.009641692,0.012196417,0.7260895,-0.006045734,-0.004112024,0.68756145,0.0,0.0,0.0,0.0,0
204528284,0.02235872,-0.014588021,-0.015602162,0.7260497,-0.0060374485,-0.00414079,0.6876033,0.0,0.0,0.0,0.0,0
204560284,-0.010855914,0.00047836034,0.0094406875,0.7259402,-0.006069173,-0.0041293046,0.68771863,0.0,0.0,0.0,0.0,0
204592284,0.025769383,-0.006334037,-0.0115464125,0.7259127,-0.0060197935,-0.0041380753,0.6877481,0.0,0.0,0.0,0.0,0
204624284,-0.017151915,-0.0016986431,0.0036923364,0.72579265,-0.0060934573,-0.004204004,0.6878737,0.0,0.0,0.0,0.0,0
204653132,0.029540801,-0.008737128,-0.021862324,0.72577006,-0.0060087624,-0.004180267,0.6878985,0.0,0.0,0.0,0.0,0
204685132,-0.015173388,-0.0012856375,0.011001759,0.7256515,-0.006075059,-0.004223901,0.6880227,0.0,0.0,0.0,0.0,0
204717132,0.0044746357,0.0059809037,-0.0017925547,0.7256167,-0.006010944,-0.0042182496,0.68806,0.0,0.0,0.0,0.0,0
204749094,0.005352887,-0.012197038,-0.0033730636,0.7255522,-0.006026154,-0.004242627,0.68812776,0.0,0.0,0.0,0.0,0
204781085,-0.024198145,0.017140137,0.023438016,0.72544146,-0.0060338764,-0.004200756,0.6882447,0.0,0.0,0.0,0.0,0
